"전국","연령*성별",15~19세*여자,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령*성별",13~19세*남자,100.0,23.8,76.8,30.9,28.8,7.7,72.8,12.5,17.6,6.5,18.6,7.0,59.1,29.0
"전국","연령*성별",13~19세*여자,100.0,20.5,83.7,24.5,42.6,6.0,83.3,13.4,21.8,5.4,20.2,5.6,42.7,19.7
"전국","연령*성별",20∼29세*남자,100.0,19.5,70.3,27.8,48.6,8.2,68.5,11.1,52.2,8.4,26.4,6.0,39.5,25.9
"전국","연령*성별",20∼29세*여자,100.0,18.1,83.2,21.8,59.5,6.5,74.7,9.2,47.9,8.4,35.7,4.5,23.0,23.4
"전국","연령*성별",30∼39세*남자,100.0,17.7,69.6,25.4,43.3,8.6,62.6,9.6,60.8,7.2,31.6,4.9,28.1,34.7
"전국","연령*성별",30∼39세*여자,100.0,15.5,82.3,18.8,53.6,6.6,71.7,10.4,33.3,6.5,47.6,5.6,14.7,20.2
"전국","연령*성별",40∼49세*남자,100.0,13.9,64.6,21.5,44.6,9.7,63.8,10.0,53.2,8.2,29.4,5.2,16.8,29.6
"전국","연령*성별",40∼49세*여자,100.0,12.2,71.4,17.0,55.2,7.0,76.1,11.1,26.3,7.6,26.9,5.7,9.0,12.8
"전국","연령*성별",50∼59세*남자,100.0,9.6,52.7,18.2,47.8,8.5,63.4,10.0,49.3,8.2,28.6,4.8,9.5,24.5
"전국","연령*성별",50∼59세*여자,100.0,5.7,51.2,11.2,55.8,6.3,69.4,7.4,16.6,7.1,23.4,4.2,4.6,9.8
"전국","연령*성별",60세 이상*남자,100.0,4.5,34.4,13.2,42.4,9.0,69.0,9.3,19.0,9.3,19.4,4.3,3.3,10.7
"전국","연령*성별",60세 이상*여자,100.0,1.8,20.7,8.8,36.0,5.6,76.8,7.5,4.8,5.4,15.0,4.0,2.6,5.1
"전국","연령*성별",65세 이상*남자,100.0,3.6,30.1,12.0,39.4,8.0,70.7,9.7,15.3,6.1,15.1,4.1,3.5,10.8
"전국","연령*성별",65세 이상*여자,100.0,1.4,15.4,9.2,27.5,6.2,80.6,8.1,3.2,6.0,14.0,4.6,2.6,5.9
